offspring_id,stream_off,year_off,origin_off,sex_off,date_off,DOY_off,length_off,distance_mouth_off,intertidal_off,distance_tide_off,otolith_mark_present_off,otolith_mark_id_off,silly_off,fish_id_off,sample_off,dna_tray_code_off,dna_tray_well_code_off,stream_trib_off,spawning_state_off,pre_spawn_off,partial_spawn_off,preyed_upon_off,riverdist_seg_off,riverdist_vert_off,riverdist_snapdist_off,latitude_off,longitude_off,high_tide_off,mating_id,parent_id_sire,parent_id_dam,stream_sire,stream_dam,year_sire,year_dam,origin_sire,origin_dam,sex_sire,sex_dam,date_sire,date_dam,DOY_sire,DOY_dam,length_sire,length_dam,distance_mouth_sire,distance_mouth_dam,intertidal_sire,intertidal_dam,distance_tide_sire,distance_tide_dam,otolith_mark_present_sire,otolith_mark_present_dam,otolith_mark_id_sire,otolith_mark_id_dam,silly_sire,silly_dam,fish_id_sire,fish_id_dam,sample_sire,sample_dam,dna_tray_code_sire,dna_tray_code_dam,dna_tray_well_code_sire,dna_tray_well_code_dam,stream_trib_sire,stream_trib_dam,spawning_state_sire,spawning_state_dam,pre_spawn_sire,pre_spawn_dam,partial_spawn_sire,partial_spawn_dam,preyed_upon_sire,preyed_upon_dam,riverdist_seg_sire,riverdist_seg_dam,riverdist_vert_sire,riverdist_vert_dam,riverdist_snapdist_sire,riverdist_snapdist_dam,latitude_sire,latitude_dam,longitude_sire,longitude_dam,high_tide_sire,high_tide_dam,cross_type
PG16_01952,Gilmour,2016,Natural,Female,2016-08-25,238,441,128.319462697193,Intertidal,-144.41433598799608,NO,NA,PGILMOUR16,1952,0000014264_7,0000014264,7,Gilmour C,Grey Gill,FALSE,FALSE,FALSE,1,123,7.78175227951444,60.2721861056342,-147.18760181648898,272.7337986851891,PG14_00083_PG14_00050,PG14_00050,PG14_00083,Gilmour,Gilmour,2014,2014,Natural,Hatchery,Male,Female,2014-08-26,2014-08-26,238,238,395,415,262.73379868521727,292.53806199166326,Intertidal,Upstream,-9.999999999971806,7.999999999929571,NO,YES,NA,AFK12B,PGILMOUR14,PGILMOUR14,50,83,1400000730_5,1400000730_38,1400000730,1400000730,5,38,Gilmour C,Gilmour C,Pink Gill,Pink Gill,NA,NA,NA,NA,NA,NA,2,3,1157,492,11.894076921920211,4.416543164578949,60.2723316973747,60.2720140190605,-147.185176659343,-147.185417810843,272.7337986851891,284.5380619917337,HN
PG16_01982,Gilmour,2016,Natural,Male,2016-08-25,238,373,128.319462697193,Intertidal,-144.41433598799608,NO,NA,PGILMOUR16,1982,0000014264_37,0000014264,37,Gilmour C,Rotting,FALSE,FALSE,FALSE,1,123,7.78175227951444,60.2721861056342,-147.18760181648898,272.7337986851891,PG14_00080_PG14_00011,PG14_00011,PG14_00080,Gilmour,Gilmour,2014,2014,Hatchery,Natural,Male,Female,2014-08-17,2014-08-26,229,238,425,430,264.733798685172,319.18169750981366,Intertidal,Upstream,-8.000000000017053,34.643635518079975,YES,NO,AFK12B,NA,PGILMOUR14,PGILMOUR14,11,80,1400000711_9,1400000730_35,1400000711,1400000730,9,35,Gilmour C,Gilmour C,Alive,Alive,NA,NA,NA,NA,NA,NA,2,3,1155,465,12.45026027508327,16.346755748999094,60.2723300051166,60.27173282685911,-147.185144868559,-147.185597550052,272.7337986851891,284.5380619917337,NH
PG16_01986,Gilmour,2016,Natural,Female,2016-08-25,238,429,128.319462697193,Intertidal,-144.41433598799608,NO,NA,PGILMOUR16,1986,0000014264_41,0000014264,41,Gilmour C,Pink Gill,FALSE,FALSE,FALSE,1,123,7.78175227951444,60.2721861056342,-147.18760181648898,272.7337986851891,PG14_00340_PG14_00037,PG14_00037,PG14_00340,Gilmour,Gilmour,2014,2014,Natural,Natural,Male,Female,2014-08-21,2014-09-01,233,244,425,430,216.68800117086727,213.6880011708412,Intertidal,Intertidal,-56.045797514321805,-59.045797514347896,NO,NO,NA,NA,PGILMOUR14,PGILMOUR14,37,340,1400000722_25,1400000844_35,1400000722,1400000844,25,35,Gilmour C,Gilmour C,Pink Gill,Grey Gill,NA,NA,NA,NA,NA,NA,1,1,34,37,1.1911321888855195,2.2238566278153225,60.2723719030794,60.27233919064209,-147.18603692251102,-147.18608062636997,272.7337986851891,272.7337986851891,NN
PG16_01993,Gilmour,2016,Natural,Female,2016-08-25,238,442,128.319462697193,Intertidal,-144.41433598799608,NO,NA,PGILMOUR16,1993,0000014264_48,0000014264,48,Gilmour C,Grey Gill,FALSE,TRUE,FALSE,1,123,7.78175227951444,60.2721861056342,-147.18760181648898,272.7337986851891,PG14_00102_PG14_00022,PG14_00022,PG14_00102,Gilmour,Gilmour,2014,2014,Hatchery,Hatchery,Male,Female,2014-08-21,2014-08-26,233,238,410,435,262.73379868521727,214.6880011708876,Intertidal,Intertidal,-9.999999999971806,-58.045797514301455,YES,YES,AFK12B,AFK12B,PGILMOUR14,PGILMOUR14,22,102,1400000722_10,1400000731_9,1400000722,1400000731,10,9,Gilmour C,Gilmour C,Grey Gill,Pink Gill,NA,NA,NA,NA,NA,NA,2,1,1157,36,6.088102874498964,1.442778804812794,60.2723828587698,60.27234621097,-147.185194950296,-147.186073858871,272.7337986851891,272.7337986851891,HH
PG16_02000,Gilmour,2016,NA,Male,2016-08-28,241,477,105.31946269721008,Intertidal,-167.414335987979,NA,NA,PGILMOUR16,2000,0000014572_7,0000014572,7,Gilmour C,Grey Gill,FALSE,TRUE,FALSE,1,146,53.36164608054883,60.272693281044,-147.188188072914,272.7337986851891,PG14_00306_PG14_00222,PG14_00222,PG14_00306,Gilmour,Gilmour,2014,2014,Natural,Hatchery,Male,Female,2014-08-29,2014-09-01,241,244,445,435,15.63132850987506,213.6880011708412,Intertidal,Intertidal,-257.102470175314,-59.045797514347896,NO,YES,NA,AFK12B,PGILMOUR14,PGILMOUR14,222,306,1400000747_48,1400000844_1,1400000747,1400000844,48,1,Gilmour C,Gilmour C,Grey Gill,Pink Gill,NA,NA,NA,NA,NA,NA,1,1,236,37,12.758325966750848,2.2238566278153225,60.2721286611708,60.27233919064209,-147.18968495835003,-147.18608062636997,272.7337986851891,272.7337986851891,HN
PG16_02010,Gilmour,2016,NA,Female,2016-08-28,241,423,105.31946269721008,Intertidal,-167.414335987979,NA,NA,PGILMOUR16,2010,0000014572_17,0000014572,17,Gilmour C,Grey Gill,FALSE,FALSE,TRUE,1,146,53.36164608054883,60.272693281044,-147.188188072914,272.7337986851891,PG14_00339_PG14_00364,PG14_00364,PG14_00339,Gilmour,Gilmour,2014,2014,Hatchery,Natural,Male,Female,2014-09-01,2014-09-01,244,244,455,445,291.53806199156105,213.6880011708412,Upstream,Intertidal,6.9999999998273665,-59.045797514347896,YES,NO,AFK12B,NA,PGILMOUR14,PGILMOUR14,364,339,1400000843_11,1400000844_34,1400000843,1400000844,11,34,Gilmour C,Gilmour C,Pink Gill,Grey Gill,NA,NA,NA,NA,NA,NA,3,1,493,37,6.845310964987624,2.2238566278153225,60.2720128033326,60.27233919064209,-147.185369183785,-147.18608062636997,284.5380619917337,272.7337986851891,NH
PG16_02015,Gilmour,2016,NA,Female,2016-08-28,241,446,105.31946269721008,Intertidal,-167.414335987979,NA,NA,PGILMOUR16,2015,0000014572_22,0000014572,22,Gilmour C,Rotting,FALSE,FALSE,FALSE,1,146,53.36164608054883,60.272693281044,-147.188188072914,272.7337986851891,PG14_00080_PG14_00234,PG14_00234,PG14_00080,Gilmour,Gilmour,2014,2014,Natural,Natural,Male,Female,2014-08-25,2014-08-26,237,238,414,430,304.5380619915682,319.18169750981366,Upstream,Upstream,19.99999999983453,34.643635518079975,NO,NO,NA,NA,PGILMOUR14,PGILMOUR14,234,80,1400002656_12,1400000730_35,1400002656,1400000730,12,35,Gilmour C,Gilmour C,Pink Gill,Alive,NA,NA,NA,NA,NA,NA,3,3,480,465,14.812012516001872,16.346755748999094,60.271878639560704,60.27173282685911,-147.18534713313,-147.185597550052,284.5380619917337,284.5380619917337,NN
PG16_02018,Gilmour,2016,NA,Male,2016-08-28,241,441,105.31946269721008,Intertidal,-167.414335987979,NA,NA,PGILMOUR16,2018,0000014572_25,0000014572,25,Gilmour C,Rotting,FALSE,TRUE,FALSE,1,146,53.36164608054883,60.272693281044,-147.188188072914,272.7337986851891,PG14_00358_PG14_00519,PG14_00519,PG14_00358,Gilmour,Gilmour,2014,2014,Hatchery,Natural,Male,Female,2014-09-01,2014-09-01,244,244,NA,425,80.31946269720359,291.53806199156105,Intertidal,Upstream,-192.41433598798548,6.9999999998273665,YES,NO,AFK12B,NA,PGILMOUR14,PGILMOUR14,519,358,1400000842_22,1400000843_5,1400000842,1400000843,22,5,Gilmour C,Gilmour C,Grey Gill,Pink Gill,NA,NA,NA,NA,NA,NA,1,3,171,493,15.706572202140585,6.845310964987624,60.2723250380246,60.2720128033326,-147.18853131567698,-147.185369183785,272.7337986851891,284.5380619917337,NH
PG16_02066,Gilmour,2016,Natural,Female,2016-09-01,245,438,287.5380619916069,Upstream,2.999999999873239,NO,NA,PGILMOUR16,2066,0000014638_25,0000014638,25,Gilmour Right Trib Below Lake,Pink Gill,TRUE,FALSE,FALSE,3,497,5.866251792767125,60.2720531723026,-147.18534673083698,284.5380619917337,PG14_00561_PG14_00310,PG14_00310,PG14_00561,Gilmour,Gilmour,2014,2014,Natural,Hatchery,Male,Female,2014-09-01,2014-09-04,244,247,425,NA,213.6880011708412,288.5380619916878,Intertidal,Upstream,-59.045797514347896,3.9999999999541274,NO,YES,NA,AFK12B,PGILMOUR14,PGILMOUR14,310,561,1400000844_5,1400000865_15,1400000844,1400000865,5,15,Gilmour C,Gilmour C,Pink Gill,Grey Gill,NA,NA,NA,NA,NA,NA,1,3,37,496,2.2238566278153225,1.9393039904433849,60.27233919064209,60.272063204316,-147.18608062636997,-147.185417353755,272.7337986851891,284.5380619917337,HN
PG16_02092,Gilmour,2016,Natural,Female,2016-08-30,243,423,316.18169750980604,Upstream,31.64363551807236,NO,NA,PGILMOUR16,2092,0000014608_3,0000014608,3,Gilmour Right Trib Below Lake,Grey Gill,FALSE,FALSE,FALSE,3,468,9.126653519283044,60.271800023646,-147.18563063379298,284.5380619917337,PG14_00358_PG14_00519,PG14_00519,PG14_00358,Gilmour,Gilmour,2014,2014,Hatchery,Natural,Male,Female,2014-09-01,2014-09-01,244,244,NA,425,80.31946269720359,291.53806199156105,Intertidal,Upstream,-192.41433598798548,6.9999999998273665,YES,NO,AFK12B,NA,PGILMOUR14,PGILMOUR14,519,358,1400000842_22,1400000843_5,1400000842,1400000843,22,5,Gilmour C,Gilmour C,Grey Gill,Pink Gill,NA,NA,NA,NA,NA,NA,1,3,171,493,15.706572202140585,6.845310964987624,60.2723250380246,60.2720128033326,-147.18853131567698,-147.185369183785,272.7337986851891,284.5380619917337,NH
PG16_02096,Gilmour,2016,Natural,Female,2016-08-30,243,415,316.18169750980604,Upstream,31.64363551807236,NO,NA,PGILMOUR16,2096,0000014608_7,0000014608,7,Gilmour Right Trib Below Lake,Pink Gill,FALSE,TRUE,FALSE,3,468,9.126653519283044,60.271800023646,-147.18563063379298,284.5380619917337,PG14_00577_PG14_00649,PG14_00649,PG14_00577,Gilmour,Gilmour,2014,2014,Hatchery,Natural,Male,Female,2014-09-04,2014-09-04,247,247,NA,420,332.1816975097984,220.6880011708291,Upstream,Intertidal,47.64363551806474,-52.045797514359975,YES,NO,AFK12B,NA,PGILMOUR14,PGILMOUR14,649,577,1400000864_39,1400000865_31,1400000864,1400000865,39,31,Gilmour C,Gilmour C,Grey Gill,Pink Gill,NA,NA,NA,NA,NA,NA,3,1,452,30,16.45187706181999,0.5430022182554147,60.2716637347794,60.272364364297296,-147.18579670068098,-147.185959404443,284.5380619917337,272.7337986851891,NH
PG16_02098,Gilmour,2016,Natural,Male,2016-08-30,243,423,316.18169750980604,Upstream,31.64363551807236,NO,NA,PGILMOUR16,2098,0000014608_9,0000014608,9,Gilmour Right Trib Below Lake,Rotting,FALSE,TRUE,FALSE,3,468,9.126653519283044,60.271800023646,-147.18563063379298,284.5380619917337,PG14_00080_PG14_00234,PG14_00234,PG14_00080,Gilmour,Gilmour,2014,2014,Natural,Natural,Male,Female,2014-08-25,2014-08-26,237,238,414,430,304.5380619915682,319.18169750981366,Upstream,Upstream,19.99999999983453,34.643635518079975,NO,NO,NA,NA,PGILMOUR14,PGILMOUR14,234,80,1400002656_12,1400000730_35,1400002656,1400000730,12,35,Gilmour C,Gilmour C,Pink Gill,Alive,NA,NA,NA,NA,NA,NA,3,3,480,465,14.812012516001872,16.346755748999094,60.271878639560704,60.27173282685911,-147.18534713313,-147.185597550052,284.5380619917337,284.5380619917337,NN
PG16_02156,Gilmour,2016,NA,Male,2016-09-07,251,394,411.5478276330245,Upstream,127.0097656412908,NA,NA,PGILMOUR16,2156,0000015829_17,0000015829,17,Gilmour Right Trib Below Lake,Rotting,FALSE,FALSE,FALSE,3,372,4.6301802525804785,60.2712344309209,-147.186694314564,284.5380619917337,PG14_00483_PG14_00391,PG14_00391,PG14_00483,Gilmour,Gilmour,2014,2014,Natural,Natural,Male,Female,2014-09-01,2014-09-01,244,244,425,420,213.6880011708412,331.18169750978115,Intertidal,Upstream,-59.045797514347896,46.64363551804746,NO,NO,NA,NA,PGILMOUR14,PGILMOUR14,391,483,1400000843_38,1400000841_34,1400000843,1400000841,38,34,Gilmour C,Gilmour C,Rotting,Pink Gill,NA,NA,NA,NA,NA,NA,1,3,37,453,2.2238566278153225,2.1183334680181023,60.27233919064209,60.2717764918717,-147.18608062636997,-147.18592357721798,272.7337986851891,284.5380619917337,NN
PG16_02170,Gilmour,2016,NA,Male,2016-09-07,251,415,411.5478276330245,Upstream,127.0097656412908,NA,NA,PGILMOUR16,2170,0000015829_31,0000015829,31,Gilmour Right Trib Below Lake,Rotting,FALSE,FALSE,FALSE,3,372,4.6301802525804785,60.2712344309209,-147.186694314564,284.5380619917337,PG14_00469_PG14_00371,PG14_00371,PG14_00469,Gilmour,Gilmour,2014,2014,Hatchery,Natural,Male,Female,2014-09-01,2014-09-01,244,244,425,435,291.53806199156105,360.18169750990967,Upstream,Upstream,6.9999999998273665,75.64363551817598,YES,NO,AFK12B,NA,PGILMOUR14,PGILMOUR14,371,469,1400000843_18,1400000841_20,1400000843,1400000841,18,20,Gilmour C,Gilmour C,Grey Gill,Alive,NA,NA,NA,NA,NA,NA,3,3,493,424,6.845310964987624,15.216716995620343,60.2720128033326,60.2715327942794,-147.185369183785,-147.18622002541102,284.5380619917337,284.5380619917337,NH
PG16_02191,Gilmour,2016,NA,Female,2016-09-03,247,453,288.60412000435065,Upstream,15.870321319161576,NA,NA,PGILMOUR16,2191,0000014662_4,0000014662,4,Gilmour C,Alive,FALSE,TRUE,FALSE,2,1131,1.48051925330311,60.2724914719104,-147.184754425387,272.7337986851891,PG14_00548_PG14_00379,PG14_00379,PG14_00548,Gilmour,Gilmour,2014,2014,Hatchery,Hatchery,Male,Female,2014-09-01,2014-09-04,244,247,435,NA,291.53806199156105,332.1816975097984,Upstream,Upstream,6.9999999998273665,47.64363551806474,YES,YES,AFK12B,AFK12B,PGILMOUR14,PGILMOUR14,379,548,1400000843_26,1400000865_2,1400000843,1400000865,26,2,Gilmour C,Gilmour C,Pink Gill,Rotting,NA,NA,NA,NA,NA,NA,3,3,493,452,6.845310964987624,16.45187706181999,60.2720128033326,60.2716637347794,-147.185369183785,-147.18579670068098,284.5380619917337,284.5380619917337,HH
PG16_02197,Gilmour,2016,NA,Female,2016-09-03,247,475,288.60412000435065,Upstream,15.870321319161576,NA,NA,PGILMOUR16,2197,0000014662_10,0000014662,10,Gilmour C,Pink Gill,FALSE,TRUE,FALSE,2,1131,1.48051925330311,60.2724914719104,-147.184754425387,272.7337986851891,PG14_00633_PG14_00641,PG14_00641,PG14_00633,Gilmour,Gilmour,2014,2014,Hatchery,Hatchery,Male,Female,2014-09-04,2014-09-04,247,247,435,NA,288.60412000435065,290.6041200043479,Upstream,Upstream,15.870321319161576,17.870321319158847,YES,YES,AFK12B,AFK12B,PGILMOUR14,PGILMOUR14,641,633,1400000864_31,1400000864_23,1400000864,1400000864,31,23,Gilmour C,Gilmour C,Pink Gill,Pink Gill,NA,NA,NA,NA,NA,NA,2,2,1131,1129,1.4926142818187482,20.320340755354856,60.2724917551433,60.2722987236992,-147.18476119505797,-147.184695106082,272.7337986851891,272.7337986851891,HH
PG16_02232,Gilmour,2016,NA,Female,2016-09-03,247,440,288.60412000435065,Upstream,15.870321319161576,NA,NA,PGILMOUR16,2232,0000014662_45,0000014662,45,Gilmour C,Pink Gill,FALSE,TRUE,FALSE,2,1131,1.48051925330311,60.2724914719104,-147.184754425387,272.7337986851891,PG14_00556_PG14_00587,PG14_00587,PG14_00556,Gilmour,Gilmour,2014,2014,Natural,Hatchery,Male,Female,2014-09-04,2014-09-04,247,247,460,NA,220.6880011708291,332.1816975097984,Intertidal,Upstream,-52.045797514359975,47.64363551806474,NO,YES,NA,AFK12B,PGILMOUR14,PGILMOUR14,587,556,1400000865_41,1400000865_10,1400000865,1400000865,41,10,Gilmour C,Gilmour C,Grey Gill,Rotting,NA,NA,NA,NA,NA,NA,1,3,30,452,0.5430022182554147,16.45187706181999,60.272364364297296,60.2716637347794,-147.185959404443,-147.18579670068098,272.7337986851891,284.5380619917337,HN
PG16_02234,Gilmour,2016,NA,Male,2016-09-03,247,438,288.60412000435065,Upstream,15.870321319161576,NA,NA,PGILMOUR16,2234,0000014662_47,0000014662,47,Gilmour C,Rotting,FALSE,FALSE,FALSE,2,1131,1.48051925330311,60.2724914719104,-147.184754425387,272.7337986851891,PG14_00473_PG14_00205,PG14_00205,PG14_00473,Gilmour,Gilmour,2014,2014,Natural,Hatchery,Male,Female,2014-08-29,2014-09-01,241,244,390,450,15.63132850987506,360.18169750990967,Intertidal,Upstream,-257.102470175314,75.64363551817598,NO,YES,NA,AFK12B,PGILMOUR14,PGILMOUR14,205,473,1400000747_31,1400000841_24,1400000747,1400000841,31,24,Gilmour C,Gilmour C,Grey Gill,Rotting,NA,NA,NA,NA,NA,NA,1,3,236,424,12.758325966750848,15.216716995620343,60.2721286611708,60.2715327942794,-147.18968495835003,-147.18622002541102,272.7337986851891,284.5380619917337,HN
PG16_02240,Gilmour,2016,NA,Female,2016-09-07,251,442,265.5924679617648,Intertidal,-18.945594029968905,NA,NA,PGILMOUR16,2240,0000015828_5,0000015828,5,Gilmour Right Trib Below Lake,Pink Gill,TRUE,FALSE,FALSE,3,520,1.184869671150374,60.2722703593213,-147.185384390217,284.5380619917337,PG14_00312_PG14_00206,PG14_00206,PG14_00312,Gilmour,Gilmour,2014,2014,Hatchery,Natural,Male,Female,2014-08-29,2014-09-01,241,244,450,420,15.63132850987506,213.6880011708412,Intertidal,Intertidal,-257.102470175314,-59.045797514347896,YES,NO,CCH12,NA,PGILMOUR14,PGILMOUR14,206,312,1400000747_32,1400000844_7,1400000747,1400000844,32,7,Gilmour C,Gilmour C,Rotting,Pink Gill,NA,NA,NA,NA,NA,NA,1,1,236,37,12.758325966750848,2.2238566278153225,60.2721286611708,60.27233919064209,-147.18968495835003,-147.18608062636997,272.7337986851891,272.7337986851891,NH
PG16_02243,Gilmour,2016,NA,Female,2016-09-07,251,421,265.5924679617648,Intertidal,-18.945594029968905,NA,NA,PGILMOUR16,2243,0000015828_8,0000015828,8,Gilmour Right Trib Below Lake,Pink Gill,FALSE,FALSE,FALSE,3,520,1.184869671150374,60.2722703593213,-147.185384390217,284.5380619917337,PG14_00214_PG14_00247,PG14_00247,PG14_00214,Gilmour,Gilmour,2014,2014,Natural,Natural,Male,Female,2014-08-25,2014-08-29,237,241,398,430,304.5380619915682,15.63132850987506,Upstream,Intertidal,19.99999999983453,-257.102470175314,NO,NO,NA,NA,PGILMOUR14,PGILMOUR14,247,214,1400002656_25,1400000747_40,1400002656,1400000747,25,40,Gilmour C,Gilmour C,Grey Gill,Grey Gill,NA,NA,NA,NA,NA,NA,3,1,480,236,14.812012516001872,12.758325966750848,60.271878639560704,60.2721286611708,-147.18534713313,-147.18968495835003,284.5380619917337,272.7337986851891,NN
PG16_02256,Gilmour,2016,NA,Male,2016-09-07,251,394,411.5478276330245,Upstream,127.0097656412908,NA,NA,PGILMOUR16,2256,0000015828_21,0000015828,21,Gilmour Right Trib Below Lake,Grey Gill,FALSE,TRUE,FALSE,3,372,4.6301802525804785,60.2712344309209,-147.186694314564,284.5380619917337,PG14_00332_PG14_00519,PG14_00519,PG14_00332,Gilmour,Gilmour,2014,2014,Hatchery,Hatchery,Male,Female,2014-09-01,2014-09-01,244,244,NA,430,80.31946269720359,213.6880011708412,Intertidal,Intertidal,-192.41433598798548,-59.045797514347896,YES,YES,AFK12B,AFK12B,PGILMOUR14,PGILMOUR14,519,332,1400000842_22,1400000844_27,1400000842,1400000844,22,27,Gilmour C,Gilmour C,Grey Gill,Pink Gill,NA,NA,NA,NA,NA,NA,1,1,171,37,15.706572202140585,2.2238566278153225,60.2723250380246,60.27233919064209,-147.18853131567698,-147.18608062636997,272.7337986851891,272.7337986851891,HH
PG16_02270,Gilmour,2016,NA,Female,2016-09-07,251,438,411.5478276330245,Upstream,127.0097656412908,NA,NA,PGILMOUR16,2270,0000015828_35,0000015828,35,Gilmour Right Trib Below Lake,Rotting,TRUE,FALSE,FALSE,3,372,4.6301802525804785,60.2712344309209,-147.186694314564,284.5380619917337,PG14_00554_PG14_00544,PG14_00544,PG14_00554,Gilmour,Gilmour,2014,2014,Natural,Natural,Male,Female,2014-09-01,2014-09-04,244,247,450,NA,291.53806199156105,332.1816975097984,Upstream,Upstream,6.9999999998273665,47.64363551806474,NO,NO,NA,NA,PGILMOUR14,PGILMOUR14,544,554,1400000842_47,1400000865_8,1400000842,1400000865,47,8,Gilmour C,Gilmour C,Grey Gill,Grey Gill,NA,NA,NA,NA,NA,NA,3,3,493,452,6.845310964987624,16.45187706181999,60.2720128033326,60.2716637347794,-147.185369183785,-147.18579670068098,284.5380619917337,284.5380619917337,NN
PG16_02310,Gilmour,2016,NA,Male,2016-09-05,249,396,289.53806199157333,Upstream,4.999999999839645,NA,NA,PGILMOUR16,2310,0000015804_27,0000015804,27,Gilmour Right Trib Below Lake,Rotting,FALSE,FALSE,FALSE,3,495,1.3246552049568443,60.2720618726558,-147.185483339621,284.5380619917337,PG14_00563_PG14_00346,PG14_00346,PG14_00563,Gilmour,Gilmour,2014,2014,Natural,Natural,Male,Female,2014-09-01,2014-09-04,244,247,390,NA,213.6880011708412,288.5380619916878,Intertidal,Upstream,-59.045797514347896,3.9999999999541274,NO,NO,NA,NA,PGILMOUR14,PGILMOUR14,346,563,1400000844_41,1400000865_17,1400000844,1400000865,41,17,Gilmour C,Gilmour C,Grey Gill,Grey Gill,NA,NA,NA,NA,NA,NA,1,3,37,496,2.2238566278153225,1.9393039904433849,60.27233919064209,60.272063204316,-147.18608062636997,-147.185417353755,272.7337986851891,284.5380619917337,NN
PG16_02311,Gilmour,2016,NA,Male,2016-09-05,249,354,289.53806199157333,Upstream,4.999999999839645,NA,NA,PGILMOUR16,2311,0000015804_28,0000015804,28,Gilmour Right Trib Below Lake,Grey Gill,FALSE,FALSE,FALSE,3,495,1.3246552049568443,60.2720618726558,-147.185483339621,284.5380619917337,PG14_00332_PG14_00199,PG14_00199,PG14_00332,Gilmour,Gilmour,2014,2014,Natural,Hatchery,Male,Female,2014-08-29,2014-09-01,241,244,380,430,15.63132850987506,213.6880011708412,Intertidal,Intertidal,-257.102470175314,-59.045797514347896,NO,YES,NA,AFK12B,PGILMOUR14,PGILMOUR14,199,332,1400000747_25,1400000844_27,1400000747,1400000844,25,27,Gilmour C,Gilmour C,Grey Gill,Pink Gill,NA,NA,NA,NA,NA,NA,1,1,236,37,12.758325966750848,2.2238566278153225,60.2721286611708,60.27233919064209,-147.18968495835003,-147.18608062636997,272.7337986851891,272.7337986851891,HN
PG16_02331,Gilmour,2016,NA,Female,2016-09-05,249,426,289.53806199157333,Upstream,4.999999999839645,NA,NA,PGILMOUR16,2331,0000015804_48,0000015804,48,Gilmour Right Trib Below Lake,Rotting,FALSE,FALSE,FALSE,3,495,1.3246552049568443,60.2720618726558,-147.185483339621,284.5380619917337,PG14_00556_PG14_00587,PG14_00587,PG14_00556,Gilmour,Gilmour,2014,2014,Natural,Hatchery,Male,Female,2014-09-04,2014-09-04,247,247,460,NA,220.6880011708291,332.1816975097984,Intertidal,Upstream,-52.045797514359975,47.64363551806474,NO,YES,NA,AFK12B,PGILMOUR14,PGILMOUR14,587,556,1400000865_41,1400000865_10,1400000865,1400000865,41,10,Gilmour C,Gilmour C,Grey Gill,Rotting,NA,NA,NA,NA,NA,NA,1,3,30,452,0.5430022182554147,16.45187706181999,60.272364364297296,60.2716637347794,-147.185959404443,-147.18579670068098,272.7337986851891,284.5380619917337,HN
PG16_02333,Gilmour,2016,NA,Male,2016-09-03,247,461,288.60412000435065,Upstream,15.870321319161576,NA,NA,PGILMOUR16,2333,0000014661_2,0000014661,2,Gilmour C,Grey Gill,FALSE,TRUE,FALSE,2,1131,1.48051925330311,60.2724914719104,-147.184754425387,272.7337986851891,PG14_00627_PG14_00363,PG14_00363,PG14_00627,Gilmour,Gilmour,2014,2014,Hatchery,Hatchery,Male,Female,2014-09-01,2014-09-04,244,247,425,440,291.53806199156105,290.6041200043479,Upstream,Upstream,6.9999999998273665,17.870321319158847,YES,YES,AFK12B,AFK12B,PGILMOUR14,PGILMOUR14,363,627,1400000843_10,1400000864_17,1400000843,1400000864,10,17,Gilmour C,Gilmour C,Grey Gill,Grey Gill,NA,NA,NA,NA,NA,NA,3,2,493,1129,6.845310964987624,20.320340755354856,60.2720128033326,60.2722987236992,-147.185369183785,-147.184695106082,284.5380619917337,272.7337986851891,HH
PG16_02353,Gilmour,2016,NA,Female,2016-09-03,247,430,288.60412000435065,Upstream,15.870321319161576,NA,NA,PGILMOUR16,2353,0000014661_22,0000014661,22,Gilmour C,Pink Gill,TRUE,FALSE,FALSE,2,1131,1.48051925330311,60.2724914719104,-147.184754425387,272.7337986851891,PG14_00632_PG14_00537,PG14_00537,PG14_00632,Gilmour,Gilmour,2014,2014,Hatchery,Hatchery,Male,Female,2014-09-01,2014-09-04,244,247,440,415,291.53806199156105,290.6041200043479,Upstream,Upstream,6.9999999998273665,17.870321319158847,YES,YES,AFK12B,AFK12B,PGILMOUR14,PGILMOUR14,537,632,1400000842_40,1400000864_22,1400000842,1400000864,40,22,Gilmour C,Gilmour C,Pink Gill,Pink Gill,NA,NA,NA,NA,NA,NA,3,2,493,1129,6.845310964987624,20.320340755354856,60.2720128033326,60.2722987236992,-147.185369183785,-147.184695106082,284.5380619917337,272.7337986851891,HH
PG16_02356,Gilmour,2016,NA,Male,2016-09-03,247,431,288.60412000435065,Upstream,15.870321319161576,NA,NA,PGILMOUR16,2356,0000014661_25,0000014661,25,Gilmour C,Pink Gill,TRUE,FALSE,FALSE,2,1131,1.48051925330311,60.2724914719104,-147.184754425387,272.7337986851891,PG14_00328_PG14_00371,PG14_00371,PG14_00328,Gilmour,Gilmour,2014,2014,Hatchery,Natural,Male,Female,2014-09-01,2014-09-01,244,244,425,455,291.53806199156105,213.6880011708412,Upstream,Intertidal,6.9999999998273665,-59.045797514347896,YES,NO,AFK12B,NA,PGILMOUR14,PGILMOUR14,371,328,1400000843_18,1400000844_23,1400000843,1400000844,18,23,Gilmour C,Gilmour C,Grey Gill,Pink Gill,NA,NA,NA,NA,NA,NA,3,1,493,37,6.845310964987624,2.2238566278153225,60.2720128033326,60.27233919064209,-147.185369183785,-147.18608062636997,284.5380619917337,272.7337986851891,NH
